source_id,source_name,source_owner,domain_or_agency,source_type,lane,data_available,format_available,date_range,update_frequency,access_method,contains_narratives,contains_outcomes,contains_dollar_loss,contains_remedies,contains_pii_risk,terms_or_reuse_notes,trust_tier,corpus_value_score_1_to_10,recommended_use,limitations,primary_source_confirmed_yes_no,citation_or_reference
SRC-AIA-017,Augment Code Multi-Agent Failures,Augment Code,augmentcode.com,report,ai_agent_trust,Multi-agent production failures; 24% chain collapse on single faulty agent; collusive validation; hallucination cascades,html|pdf,2026,ongoing,url,no,no,no,no,no,Publicly available; vendor-sponsored analysis,2,7,context,Multi-agent system failure analysis,yes,https://www.augmentcode.com
SRC-AIA-018,OECD Common Reporting Framework for AI Incidents,OECD,oecd.ai,standard,ai_agent_trust,88 criteria across 8 dimensions for standardized incident reporting; harmonized AI incident taxonomy,html|pdf|json,2025,ongoing,api,no,no,no,no,no,Open data; IGO standard,1,9,ledger_ready,International standard for AI incident reporting; OECD.AI,yes,https://oecd.ai/en/incidents/reporting-framework
SRC-AIA-019,FourDots AI Hallucination Business Impact,FourDots,fourdots.com,report,ai_agent_trust,"Court AI hallucination cases: 10 (2023), 37 (2024), 73 (Jan-May 2025); sanctions $10K+ in 5 cases",html|pdf,2023-2025,ongoing,url,no,yes,yes,yes,no,Publicly available industry analysis,2,8,ledger_ready,Legal AI hallucination case tracking with financial penalties,yes,https://www.fourdots.com
SRC-AIA-020,Jones Walker AI Vendor Liability,Jones Walker,joneswalker.com,report,ai_agent_trust,88% of AI vendors cap liability; only 17% provide regulatory compliance warranties; indemnification clauses,html|pdf,2025,ongoing,url,no,yes,no,no,no,Publicly available legal analysis,2,8,context,AI vendor contract liability analysis,yes,https://www.joneswalker.com
SRC-AIA-021,Lasso Security Agentic AI Threats,Lasso Security,lasso.security,report,ai_agent_trust,Agentic AI security threats; MCP tool backdoors; agent-to-agent attack vectors; prompt injection in agents,html|pdf,2025,ongoing,url,no,no,no,no,no,Publicly available; vendor-sponsored security research,2,7,context,Agentic AI-specific threat research,yes,https://www.lasso.security
SRC-AIA-022,Metamindz AI Auditing Frameworks,Metamindz,metamindz.com,report,ai_agent_trust,5 AI auditing frameworks comparison; 38 US states with AI laws; 41.6% orgs have AI ethics board,html|pdf,2025,ongoing,url,no,no,no,no,no,Publicly available industry analysis,2,7,context,AI auditing framework landscape analysis,yes,https://www.metamindz.com
SRC-AIA-023,Mindgard AI Red Teaming Guide,Mindgard,mindgard.ai,report,ai_agent_trust,AI red teaming methodology; Meta Llama CVE-2024-50050 CVSS 9.3; ASR/MTTC/Coverage target metrics,html|pdf,2026,ongoing,url,no,no,no,no,no,Publicly available; vendor-sponsored security research,2,7,context,AI red teaming and security evaluation guidance,yes,https://www.mindgard.ai
SRC-AIA-024,PromptFoo DeepSeek R1 Security,PromptFoo,promptfoo.dev,report,ai_agent_trust,DeepSeek R1 security evaluation; jailbreak resistance; prompt injection vulnerability assessment,html|pdf,2025,ongoing,url,no,no,no,no,no,Open source security research,2,7,context,Specific model security evaluation methodology,yes,https://www.promptfoo.dev
SRC-AIA-025,arXiv Towards Public Red Teaming Model,arXiv,arxiv.org,report,ai_agent_trust,Public red teaming model proposal; 457 NIST ARIA participants; multilingual red teaming; coverage metrics,pdf,2025,ongoing,download,no,no,no,no,no,Open access academic preprint,1,8,context,Academic research on public AI red teaming models,yes,https://arxiv.org/abs/2501.01234
SRC-AIA-026,Simon Willison Agentic Browser Security,Simon Willison,simonwillison.net,report,ai_agent_trust,Agentic browser security analysis; LLM inability to distinguish trusted from untrusted content; Comet vulnerabilities,html,2025,ongoing,url,no,no,no,no,no,Open access expert analysis,2,8,context,Expert security analysis of agentic browser architectures,yes,https://simonwillison.net
SRC-AIA-027,Walters v OpenAI Decision Analysis,Schjodt Law,schjodt.com,report,ai_agent_trust,ChatGPT defamation case dismissal; reasonable person standard; AI disclaimer limitations,html|pdf,2023-2025,one-time,url,no,yes,yes,no,no,Publicly available legal analysis,2,8,context,First AI defamation case legal analysis and implications,yes,https://www.schjodt.com
SRC-AIA-028,Air Canada Chatbot Case Study,Envive.ai,envive.ai,report,ai_agent_trust,Air Canada chatbot bereavement fare hallucination; C$812 tribunal award; company liable for AI output,html|pdf,2024,one-time,url,no,yes,yes,yes,no,Publicly available case study analysis,2,8,ledger_ready,Landmark case: companies liable for chatbot output errors,yes,https://www.envive.ai
SRC-AIA-029,C2PA Technical Review World Privacy Forum,World Privacy Forum,worldprivacyforum.org,report,ai_agent_trust,C2PA provenance specification analysis; content credential adoption; privacy implications; trust chain,html|pdf,2025,ongoing,url,no,no,no,no,no,Publicly available advocacy research,2,7,context,Content provenance and authenticity framework analysis,yes,https://www.worldprivacyforum.org
SRC-AIA-030,DeepStrike Deepfake Statistics 2025,DeepStrike,deepstrike.io,report,ai_agent_trust,Deepfake volume 900% annual growth; <$50 creation cost 91% of cases; 296.4B media impressions,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available threat intelligence,2,7,context,Deepfake creation cost and volume statistics,yes,https://www.deepstrike.io
SRC-AIA-031,Q2 2025 Deepfake Incident Report,Industry,deepfake-incidents.org,dataset,ai_agent_trust,Quarterly deepfake incident tracking; HUD deepfake; Brad Pitt scam EUR 830K; Ferrari espionage attempt,html|csv,2025,quarterly,url,no,yes,yes,no,no,Publicly available incident tracking,2,7,context,Quarterly deepfake incident compilation,yes,https://www.deepfake-incidents.org
SRC-AIA-032,Seyfarth Shaw Mobley v Workday Legal Update,Seyfarth Shaw,seyfarth.com,report,ai_agent_trust,AI vendor liability analysis; nationwide class action implications; discrimination claims under Title VII/ADEA/ADA,html|pdf,2024-2025,ongoing,url,no,yes,yes,yes,no,Publicly available legal analysis,2,8,context,Legal practice analysis of landmark AI discrimination case,yes,https://www.seyfarth.com
SRC-AIA-033,American Bar Association AI Cases and Legislation,ABA,americanbar.org,report,ai_agent_trust,AI case law tracking; legislation monitoring; Thomson Reuters v Ross Intelligence copyright ruling,html|pdf,2025,ongoing,url,no,yes,yes,no,no,Publicly available professional analysis,2,7,context,Legal profession AI case and legislation tracker,yes,https://www.americanbar.org
SRC-AIA-034,ABC7 GM Cruise Robotaxi Investigation,ABC7,abc7news.com,news,ai_agent_trust,Cruise robotaxi pedestrian accident; $10B+ GM investment written off; regulatory license suspended; executive resignations,html|video,2023-2025,ongoing,url,no,yes,yes,yes,no,Publicly available news reporting,2,8,context,Autonomous vehicle accountability case study,yes,https://abc7news.com
SRC-AIA-035,OnHealthcare AI Data Provenance,OnHealthcare.tech,onhealthcare.tech,report,ai_agent_trust,AI data provenance in healthcare; patient data lineage; model training data tracking; HIPAA compliance,html|pdf,2025,ongoing,url,no,no,no,no,yes,Publicly available industry analysis; PII in healthcare context,2,7,context,Healthcare AI data provenance architecture,yes,https://www.onhealthcare.tech
SRC-AIA-036,SparkCo AI Audit Trails,SparkCo.ai,sparkco.ai,report,ai_agent_trust,AI model audit trail methodology; cell-level lineage; version history; tamper-proof storage; 30% compliance efficiency gain,html|pdf,2025,ongoing,url,no,no,no,no,no,Publicly available technical analysis,2,7,context,AI audit trail technical implementation guidance,yes,https://www.sparkco.ai
SRC-AIA-037,Chicago Business Law Review AI Section 230,Chicago Business Law Review,chicagobusinesslaw.org,report,ai_agent_trust,AI and Section 230 immunity analysis; publisher vs platform liability; emerging legal framework,html|pdf,2025,ongoing,url,no,no,no,no,no,Open access academic journal,2,7,context,Academic analysis of AI liability and Section 230,yes,https://www.chicagobusinesslaw.org
SRC-AIA-038,Penligent OpenClaw Moltbot Analysis,Penligent.ai,penligent.ai,report,ai_agent_trust,OpenClaw/Moltbot hacking analysis; command injection CVE; plaintext credentials; cryptocurrency theft,html|pdf,2026,one-time,url,no,yes,yes,no,yes,Publicly available security research,2,8,context,Technical vulnerability analysis of popular AI agent tool,yes,https://www.penligent.ai
